     0.500000E+00   -0.100000E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.385384E-01   -0.563893E-01    0.131038E+01   -0.310384E+00   -0.961070E-03   -0.961070E-03
     0.500000E+00   -0.984375E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.379246E-01   -0.612835E-01    0.131654E+01   -0.316538E+00   -0.199793E-02   -0.199793E-02
     0.500000E+00   -0.968750E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.373528E-01   -0.662811E-01    0.132499E+01   -0.324988E+00   -0.311207E-02   -0.311207E-02
     0.500000E+00   -0.953125E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.368377E-01   -0.714394E-01    0.133655E+01   -0.336549E+00   -0.430549E-02   -0.430549E-02
     0.500000E+00   -0.937500E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.363832E-01   -0.767982E-01    0.135088E+01   -0.350885E+00   -0.558082E-02   -0.558082E-02
     0.500000E+00   -0.921875E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.359799E-01   -0.824046E-01    0.136812E+01   -0.368116E+00   -0.694187E-02   -0.694187E-02
     0.500000E+00   -0.906250E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.356433E-01   -0.883019E-01    0.138928E+01   -0.389276E+00   -0.839278E-02   -0.839278E-02
     0.500000E+00   -0.890625E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.353870E-01   -0.945694E-01    0.141630E+01   -0.416299E+00   -0.993867E-02   -0.993867E-02
     0.500000E+00   -0.875000E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.352225E-01   -0.101311E+00    0.144991E+01   -0.449910E+00   -0.115860E-01   -0.115860E-01
     0.500000E+00   -0.859375E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.351463E-01   -0.108629E+00    0.149081E+01   -0.490808E+00   -0.133427E-01   -0.133427E-01
     0.500000E+00   -0.843750E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.351401E-01   -0.116649E+00    0.153986E+01   -0.539862E+00   -0.152193E-01   -0.152193E-01
     0.500000E+00   -0.828125E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.352211E-01   -0.125500E+00    0.160152E+01   -0.601521E+00   -0.172277E-01   -0.172277E-01
     0.500000E+00   -0.812500E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.353946E-01   -0.135447E+00    0.167986E+01   -0.679856E+00   -0.193827E-01   -0.193827E-01
     0.500000E+00   -0.796875E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.356351E-01   -0.146745E+00    0.177689E+01   -0.776890E+00   -0.217020E-01   -0.217020E-01
     0.500000E+00   -0.781250E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.358667E-01   -0.159724E+00    0.189790E+01   -0.897901E+00   -0.242111E-01   -0.242111E-01
     0.500000E+00   -0.765625E+00    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.360075E-01   -0.174805E+00    0.205170E+01   -0.105170E+01   -0.269392E-01   -0.269392E-01
