     0.500000E+00    0.100000E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.386567E-01    0.564293E-01    0.131051E+01   -0.310509E+00    0.105366E-02    0.105366E-02
     0.500000E+00    0.101562E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.392901E-01    0.516198E-01    0.130548E+01   -0.305481E+00    0.203143E-02    0.203143E-02
     0.500000E+00    0.103125E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.399541E-01    0.468830E-01    0.130164E+01   -0.301641E+00    0.293461E-02    0.293461E-02
     0.500000E+00    0.104688E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.406506E-01    0.421935E-01    0.129950E+01   -0.299496E+00    0.376418E-02    0.376418E-02
     0.500000E+00    0.106250E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.413793E-01    0.375238E-01    0.129882E+01   -0.298823E+00    0.452067E-02    0.452067E-02
     0.500000E+00    0.107812E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.421297E-01    0.328553E-01    0.129914E+01   -0.299140E+00    0.520428E-02    0.520428E-02
     0.500000E+00    0.109375E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.428869E-01    0.281757E-01    0.129965E+01   -0.299649E+00    0.581481E-02    0.581481E-02
     0.500000E+00    0.110938E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.436627E-01    0.234913E-01    0.130083E+01   -0.300833E+00    0.635219E-02    0.635219E-02
     0.500000E+00    0.112500E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.444655E-01    0.187746E-01    0.130345E+01   -0.303446E+00    0.681615E-02    0.681615E-02
     0.500000E+00    0.114062E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.452940E-01    0.140086E-01    0.130698E+01   -0.306982E+00    0.720614E-02    0.720614E-02
     0.500000E+00    0.115625E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.461386E-01    0.918145E-02    0.131100E+01   -0.311000E+00    0.752111E-02    0.752111E-02
     0.500000E+00    0.117188E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.470088E-01    0.428982E-02    0.131539E+01   -0.315392E+00    0.776017E-02    0.776017E-02
     0.500000E+00    0.118750E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.479181E-01   -0.674561E-03    0.132097E+01   -0.320967E+00    0.792222E-02    0.792222E-02
     0.500000E+00    0.120312E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.488837E-01   -0.574039E-02    0.132820E+01   -0.328197E+00    0.800596E-02    0.800596E-02
     0.500000E+00    0.121875E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.499149E-01   -0.109307E-01    0.133683E+01   -0.336828E+00    0.800969E-02    0.800969E-02
     0.500000E+00    0.123438E+01    0.000000E+00    0.000000E+00    0.000000E+00    0.000000E+00   -0.510196E-01   -0.162663E-01    0.134633E+01   -0.346330E+00    0.793113E-02    0.793113E-02
