    0.5000000E+00   0.1000000E+01
    0.5000000E+00   0.1015625E+01
    0.5000000E+00   0.1031250E+01
    0.5000000E+00   0.1046875E+01
    0.5000000E+00   0.1062500E+01
    0.5000000E+00   0.1078125E+01
    0.5000000E+00   0.1093750E+01
    0.5000000E+00   0.1109375E+01
    0.5000000E+00   0.1125000E+01
    0.5000000E+00   0.1140625E+01
    0.5000000E+00   0.1156250E+01
    0.5000000E+00   0.1171875E+01
    0.5000000E+00   0.1187500E+01
    0.5000000E+00   0.1203125E+01
    0.5000000E+00   0.1218750E+01
    0.5000000E+00   0.1234375E+01
    0.5000000E+00   0.1250000E+01
    0.5000000E+00   0.1265625E+01
    0.5000000E+00   0.1281250E+01
    0.5000000E+00   0.1296875E+01
    0.5000000E+00   0.1312500E+01
    0.5000000E+00   0.1328125E+01
    0.5000000E+00   0.1343750E+01
    0.5000000E+00   0.1359375E+01
    0.5000000E+00   0.1375000E+01
    0.5000000E+00   0.1390625E+01
    0.5000000E+00   0.1406250E+01
    0.5000000E+00   0.1421875E+01
    0.5000000E+00   0.1437500E+01
    0.5000000E+00   0.1453125E+01
    0.5000000E+00   0.1468750E+01
    0.5000000E+00   0.1484375E+01
    0.5000000E+00   0.1500000E+01
    0.4843750E+00   0.1500000E+01
    0.4687500E+00   0.1500000E+01
    0.4531250E+00   0.1500000E+01
    0.4375000E+00   0.1500000E+01
    0.4218750E+00   0.1500000E+01
    0.4062500E+00   0.1500000E+01
    0.3906250E+00   0.1500000E+01
    0.3750000E+00   0.1500000E+01
    0.3593750E+00   0.1500000E+01
    0.3437500E+00   0.1500000E+01
    0.3281250E+00   0.1500000E+01
    0.3125000E+00   0.1500000E+01
    0.2968750E+00   0.1500000E+01
    0.2812500E+00   0.1500000E+01
    0.2656250E+00   0.1500000E+01
    0.2500000E+00   0.1500000E+01
    0.2343750E+00   0.1500000E+01
    0.2187500E+00   0.1500000E+01
    0.2031250E+00   0.1500000E+01
    0.1875000E+00   0.1500000E+01
    0.1718750E+00   0.1500000E+01
    0.1562500E+00   0.1500000E+01
    0.1406250E+00   0.1500000E+01
    0.1250000E+00   0.1500000E+01
    0.1093750E+00   0.1500000E+01
    0.9375000E-01   0.1500000E+01
    0.7812500E-01   0.1500000E+01
    0.6250000E-01   0.1500000E+01
    0.4687500E-01   0.1500000E+01
    0.3125000E-01   0.1500000E+01
    0.1562500E-01   0.1500000E+01
    0.0000000E+00   0.1500000E+01
   -0.1562500E-01   0.1500000E+01
   -0.3125000E-01   0.1500000E+01
   -0.4687500E-01   0.1500000E+01
   -0.6250000E-01   0.1500000E+01
   -0.7812500E-01   0.1500000E+01
   -0.9375000E-01   0.1500000E+01
   -0.1093750E+00   0.1500000E+01
   -0.1250000E+00   0.1500000E+01
   -0.1406250E+00   0.1500000E+01
   -0.1562500E+00   0.1500000E+01
   -0.1718750E+00   0.1500000E+01
   -0.1875000E+00   0.1500000E+01
   -0.2031250E+00   0.1500000E+01
   -0.2187500E+00   0.1500000E+01
   -0.2343750E+00   0.1500000E+01
   -0.2500000E+00   0.1500000E+01
   -0.2656250E+00   0.1500000E+01
   -0.2812500E+00   0.1500000E+01
   -0.2968750E+00   0.1500000E+01
   -0.3125000E+00   0.1500000E+01
   -0.3281250E+00   0.1500000E+01
   -0.3437500E+00   0.1500000E+01
   -0.3593750E+00   0.1500000E+01
